item_idx,Module,oBDS_Concept,n_coders,n_unique_codes,disagreement,semantic_disagreement,diversity,mdi,mean_distance,max_distance,interpretation,codes,most_common_code,most_common_count
483,Modul 18,Item_483,3,2.0,0.33333333333333337,0.04,0.5,0.2326666666666667,2.0,2.0,"Moderate (some disagreement, related concepts)","['439272007', '439272007', '439771001']",439272007,2.0
484,Modul 18,Item_484,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['410657003', '410657003']",410657003,2.0
485,Modul 18,Item_485,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['307153007', '307153007']",307153007,2.0
486,Modul 18,Item_486,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['262061000', '262061000', '262061000']",262061000,3.0
487,Modul 18,Item_487,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373846009', '373846009']",373846009,2.0
488,Modul 18,Item_488,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['303110006', '303110006']",303110006,2.0
489,Modul 18,Item_489,0,,,,,,,,No codes,[],,
490,Modul 19,Item_490,3,2.0,0.33333333333333337,0.026666666666666665,0.5,0.22733333333333333,1.3333333333333333,2.0,"Moderate (some disagreement, related concepts)","['304541006', '304541006', '420227002']",304541006,2.0
491,Modul 19,Item_491,1,,,,,,,,Insufficient coders,['304541006'],,
492,Modul 19,Item_492,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['367336001', '367336001', '367336001', '367336001']",367336001,4.0
493,Modul 19,Item_493,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['169413002', '169413002', '169413002', '169413002']",169413002,4.0
494,Modul 19,Item_494,4,2.0,0.5,0.026666666666666665,0.3333333333333333,0.294,1.3333333333333333,2.0,"Moderate (some disagreement, related concepts)","['897713009', '897713009', '76334006', '76334006']",897713009,2.0
495,Modul 19,Item_495,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['448288001', '448288001', '448288001']",448288001,3.0
496,Modul 19,Item_496,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['1269349006', '1269349006', '1269349006', '1269349006']",1269349006,4.0
497,Modul 19,Item_497,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['897713009', '897713009']",897713009,2.0
498,Modul 19,Item_498,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['1255831008', '1255831008']",1255831008,2.0
499,Modul 19,Item_499,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['897713009', '897713009']",897713009,2.0
500,Modul 19,Item_500,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['76334006', '76334006']",76334006,2.0
501,Modul 19,Item_501,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373818007', '373818007', '373818007', '373818007']",373818007,4.0
502,Modul 19,Item_502,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['424313000', '424313000', '424313000', '424313000']",424313000,4.0
503,Modul 19,Item_503,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['310341009', '310341009', '310341009', '310341009']",310341009,4.0
504,Modul 19,Item_504,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['387713003', '387713003', '387713003', '387713003']",387713003,4.0
505,Modul 19,Item_505,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['1287742003', '1287742003', '1287742003', '1287742003']",1287742003,4.0
506,Modul 19,Item_506,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['74964007', '74964007', '74964007', '74964007']",74964007,4.0
507,Modul 19,Item_507,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['897016006', '897016006']",897016006,2.0
508,Modul 19,Item_508,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['445528004', '445528004']",445528004,2.0
509,Modul 19,Item_509,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373066001', '373066001', '373066001', '373066001']",373066001,4.0
510,Modul 19,Item_510,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373067005', '373067005', '373067005', '373067005']",373067005,4.0
511,Modul 19,Item_511,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['261665006', '261665006', '261665006', '261665006']",261665006,4.0
512,Modul 20,Item_512,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['419620001', '419620001', '419620001', '419620001']",419620001,4.0
513,Modul 20,Item_513,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['399753006', '399753006', '399753006', '399753006']",399753006,4.0
514,Modul 20,Item_514,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['184305005', '184305005', '184305005']",184305005,3.0
515,Modul 20,Item_515,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373066001', '373066001', '373066001']",373066001,3.0
516,Modul 20,Item_516,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373067005', '373067005', '373067005']",373067005,3.0
517,Modul 20,Item_517,4,2.0,0.25,0.1,0.3333333333333333,0.19833333333333333,5.0,8.0,"Moderate (some disagreement, related concepts)","['261665006', '261665006', '9855000', '261665006']",261665006,3.0
518,Modul 20,Item_518,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['184305005', '184305005', '184305005']",184305005,3.0
519,Modul 20,Item_519,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['184305005', '184305005']",184305005,2.0
520,Modul 21,Item_520,4,4.0,0.75,0.17666666666666667,1.0,0.5456666666666666,8.833333333333334,12.0,"Difficult (divergent codes, semantic distance)","['900000000000519001', '703852005', '900000000000465000', '371541002']",900000000000519001,1.0
521,Modul 22,Item_521,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['304292004', '304292004', '304292004']",304292004,3.0
522,Modul 23,Item_522,4,2.0,0.25,0.04,0.3333333333333333,0.17433333333333334,2.0,2.0,"Moderate (some disagreement, related concepts)","['55446002', '64195000', '64195000', '64195000']",64195000,3.0
523,Modul 23,Item_523,4,4.0,0.75,0.14,1.0,0.531,7.0,10.0,"Difficult (divergent codes, semantic distance)","['55446002', '64195000', '900000000000465000', '734841007']",55446002,1.0
524,Modul 23,Item_524,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['85460009', '85460009', '85460009']",85460009,3.0
525,Modul 23,Item_525,2,2.0,0.5,0.2,1.0,0.43000000000000005,10.0,10.0,"Difficult (divergent codes, semantic distance)","['1222712000', '830150003']",1222712000,1.0
526,Modul 23,Item_526,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['44225006', '44225006', '44225006']",44225006,3.0
527,Modul 23,Item_527,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['103165007', '103165007', '103165007', '103165007']",103165007,4.0
528,Modul 23,Item_528,3,3.0,0.6666666666666667,0.04,1.0,0.44933333333333336,2.0,2.0,"Difficult (divergent codes, semantic distance)","['55446002', '64195000', '89551006']",55446002,1.0
529,Modul 23,Item_529,4,2.0,0.25,0.09,0.3333333333333333,0.19433333333333333,4.5,7.0,"Moderate (some disagreement, related concepts)","['10828004', '55446002', '55446002', '55446002']",55446002,3.0
530,Modul 23,Item_530,4,4.0,0.75,0.07666666666666667,1.0,0.5056666666666667,3.8333333333333335,7.0,"Difficult (divergent codes, semantic distance)","['260385009', '412730000', '8116006', '55446002']",260385009,1.0
531,Modul 23,Item_531,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['50334000', '50334000', '50334000', '50334000']",50334000,4.0
532,Modul 23,Item_532,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['74964007', '74964007', '74964007', '74964007']",74964007,4.0
533,Modul 23,Item_533,3,3.0,0.6666666666666667,0.10666666666666666,1.0,0.4760000000000001,5.333333333333333,7.0,"Difficult (divergent codes, semantic distance)","['69910005', '1156316003', '373068000']",69910005,1.0
534,Modul 23,Item_534,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['261665006', '261665006', '261665006', '261665006']",261665006,4.0
535,Modul 24,Item_535,2,2.0,0.5,0.24,1.0,0.44599999999999995,12.0,12.0,"Difficult (divergent codes, semantic distance)","['308364004', '224699009']",308364004,1.0
536,Modul 24,Item_536,2,2.0,0.5,0.18,1.0,0.42200000000000004,9.0,9.0,"Difficult (divergent codes, semantic distance)","['709491003', '314845004']",709491003,1.0
537,Modul 24,Item_537,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373066001', '373066001', '373066001', '373066001']",373066001,4.0
538,Modul 24,Item_538,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373067005', '373067005', '373067005', '373067005']",373067005,4.0
539,Modul 24,Item_539,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['261665006', '261665006', '261665006', '261665006']",261665006,4.0
540,Modul 24,Item_540,3,3.0,0.6666666666666667,0.16,1.0,0.4973333333333334,8.0,9.0,"Difficult (divergent codes, semantic distance)","['410672004', '439771001', '410671006']",410672004,1.0
541,Modul 25,Item_541,2,2.0,0.5,0.14,1.0,0.406,7.0,7.0,"Difficult (divergent codes, semantic distance)","['70862002', '223474009']",70862002,1.0
542,Modul 25,Item_542,3,2.0,0.33333333333333337,0.05333333333333333,0.5,0.23800000000000004,2.6666666666666665,3.0,"Moderate (some disagreement, related concepts)","['410656007', '272394005', '410656007']",410656007,2.0
543,Modul 25,Item_543,4,3.0,0.5,0.13,0.6666666666666666,0.36866666666666664,6.5,9.0,"Difficult (divergent codes, semantic distance)","['307982007', '410606002', '310134006', '310134006']",310134006,2.0
544,Modul 25,Item_544,3,3.0,0.6666666666666667,0.12,1.0,0.4813333333333334,6.0,8.0,"Difficult (divergent codes, semantic distance)","['409063005', '428997004', '310123008']",409063005,1.0
545,Modul 25,Item_545,1,,,,,,,,Insufficient coders,['263490005'],,
546,Modul 25,Item_546,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373066001', '373066001', '373066001', '373066001']",373066001,4.0
547,Modul 25,Item_547,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373067005', '373067005', '373067005', '373067005']",373067005,4.0
548,Modul 25,Item_548,3,2.0,0.33333333333333337,0.13333333333333333,0.5,0.27,6.666666666666667,9.0,"Moderate (some disagreement, related concepts)","['410672004', '410671006', '410671006']",410671006,2.0
